mode,threads,preset,run,cpu1_mm,io_us,cpu2_mm,mm_n,mm_bs,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
coro,1,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.03,1.47s,147.11ms,1.52s,28.58,20.02,90.00,1.51s,1.51s,1.51s,1.52s,504,12.02s,41.92,7.74KB,,1,13486.09,1128,7,444,44553063022,158910200263,20341347789,583578694,4669989441,156589249,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/time_run1.log
coro,1,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.03,1.47s,146.09ms,1.54s,25.38,18.38,80.00,1.52s,1.53s,1.53s,1.54s,500,12.03s,41.57,7.67KB,,1,13448.78,1109,25,444,44192574792,157762839885,20188885583,579670985,4831179854,155190564,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/time_run2.log
coro,1,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.02,1.47s,154.99ms,1.53s,24.88,15.06,60.00,1.52s,1.53s,1.53s,1.53s,499,12.02s,41.51,7.66KB,,1,13449.96,1105,14,444,44373119177,157508151615,20154272263,578470505,4620260179,161692650,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p6_ultra_io_bound/time_run3.log
ws,1,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,493.45ms,68.67ms,513.87ms,12.37,9.79,30.00,508.19ms,509.74ms,511.06ms,513.16ms,251,8.01s,31.34,5.72KB,,1,6348.04,535,16,392,20695933373,74632189174,9558464516,273799715,2213869678,69381107,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/time_run1.log
ws,1,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,495.84ms,69.23ms,518.65ms,11.35,8.37,30.00,510.81ms,511.85ms,512.24ms,518.15ms,250,8.01s,31.23,5.70KB,,1,6368.65,528,6,392,20663421377,74357623907,9513502347,272808370,2219262756,73148574,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/time_run2.log
ws,1,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,495.90ms,69.30ms,515.68ms,11.96,9.01,30.00,511.51ms,512.09ms,512.94ms,514.75ms,250,8.01s,31.21,5.70KB,,1,6367.11,531,7,392,20774432017,74417360578,9515097907,272645385,2084061011,72436744,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p1_light_cpu_heavy_io/time_run3.log
ws,1,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.02,1.54s,362.20ms,1.69s,9.37,5.83,20.00,1.68s,1.68s,1.68s,1.69s,191,10.01s,19.07,3.48KB,,1,10561.77,445,23,392,34643168116,124743337639,15954821192,456604351,3740819836,117560408,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/time_run1.log
ws,1,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.02,1.56s,370.41ms,1.71s,9.92,5.88,20.00,1.70s,1.70s,1.70s,1.71s,188,10.01s,18.78,3.43KB,,1,10541.42,435,20,392,34625534599,123030149661,15740915069,450538155,3563985638,115068278,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/time_run2.log
ws,1,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.02,1.59s,384.67ms,1.75s,10.61,6.19,20.00,1.74s,1.74s,1.75s,1.75s,185,10.01s,18.48,3.37KB,,1,10580.11,423,16,392,34718989225,121351876226,15531145886,444687531,3375253925,121633050,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p2_balanced/time_run3.log
ws,1,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.03,2.04s,565.35ms,2.32s,7.13,3.71,20.00,2.29s,2.30s,2.31s,2.32s,139,10.01s,13.88,2.52KB,,1,11772.66,329,16,392,38841668797,138406993290,17705686136,506668083,4178789672,139241980,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/time_run1.log
ws,1,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.03,2.04s,569.62ms,2.31s,9.41,6.20,20.00,2.29s,2.30s,2.30s,2.31s,139,10.01s,13.88,2.52KB,,1,11772.33,333,15,392,38915967651,138213777987,17682219835,505903028,3723679982,127602311,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/time_run2.log
ws,1,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.03,2.01s,551.04ms,2.27s,7.20,5.11,20.00,2.25s,2.25s,2.26s,2.27s,142,10.01s,14.18,2.58KB,,1,11770.93,333,18,392,38940428895,140732745397,18003814968,515063201,4674020361,146556212,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p3_cpu_heavy/time_run3.log
ws,1,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,1.98s,492.50ms,2.19s,10.87,6.29,30.00,2.17s,2.18s,2.18s,2.19s,354,12.02s,29.45,5.41KB,,1,9730.40,798,22,392,31803680760,113830768383,14556625009,417011863,3323115618,111007862,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/time_run1.log
ws,1,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.04,1.98s,491.78ms,2.18s,11.81,6.08,30.00,2.17s,2.18s,2.18s,2.18s,353,12.02s,29.36,5.39KB,,1,9741.95,786,7,392,31902224623,113623174487,14526742374,416729496,3097370024,108045282,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/time_run2.log
ws,1,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.03,1.97s,488.47ms,2.18s,10.22,6.04,30.00,2.16s,2.17s,2.17s,2.18s,356,12.02s,29.62,5.44KB,,1,9711.45,792,15,392,31747718250,114425527982,14640933904,419247418,3353306151,111415020,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p4_io_heavy_high_conc/time_run3.log
ws,1,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.06,3.90s,1.49s,4.90s,6.67,3.71,20.00,4.88s,4.89s,4.90s,4.90s,236,12.03s,19.61,3.58KB,,1,12980.09,542,57,393,42598253385,151438469519,19394586019,555586890,4207435844,152196755,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/time_run1.log
ws,1,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.05,3.87s,1.47s,4.85s,8.19,3.82,20.00,4.81s,4.82s,4.84s,4.85s,238,12.02s,19.79,3.61KB,,1,12963.64,555,7,393,42580356130,153517190149,19642197635,562276450,4527643463,146085950,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/time_run2.log
ws,1,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.06,3.92s,1.50s,4.93s,8.14,4.16,20.00,4.90s,4.90s,4.91s,4.93s,235,12.03s,19.53,3.57KB,,1,12989.54,538,24,393,42489617014,151336407607,19368737898,554275282,4412614386,153305336,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p5_stress_mix/time_run3.log
ws,1,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.04,2.50s,714.59ms,2.85s,10.70,6.23,30.00,2.83s,2.84s,2.85s,2.85s,271,12.02s,22.54,4.14KB,,1,7558.19,627,32,392,24633312562,87375340356,11188157237,320595839,2550318033,87416714,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/time_run1.log
ws,1,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.04,2.50s,717.79ms,2.84s,8.33,5.35,30.00,2.83s,2.83s,2.83s,2.84s,271,12.02s,22.54,4.14KB,,1,7549.04,613,30,392,24568244996,87367809991,11178136115,320625490,2444172134,85829594,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/time_run2.log
ws,1,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.04,2.48s,705.13ms,2.81s,7.83,4.34,30.00,2.80s,2.81s,2.81s,2.81s,273,12.02s,22.71,4.17KB,,1,7501.48,623,32,392,24472216099,87938621695,11246783527,322426314,2894134396,88942911,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t1_p6_ultra_io_bound/time_run3.log
elastic,1,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,252.52ms,23.53ms,261.70ms,16.48,6.59,40.00,255.89ms,256.99ms,258.69ms,261.28ms,499,8.01s,62.31,11.38KB,,1,12382.51,1049,475,783,40575769698,144059798146,18435719049,527926465,4182278323,141580287,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/time_run1.log
elastic,1,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,252.19ms,23.46ms,259.77ms,16.53,6.30,40.00,255.98ms,256.79ms,257.41ms,259.13ms,500,8.01s,62.40,11.40KB,,1,12374.55,1050,469,783,40590218274,144344867052,18465347454,529458282,4016483092,139634125,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/time_run2.log
elastic,1,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,249.82ms,23.18ms,257.08ms,16.54,6.86,40.00,253.18ms,253.78ms,254.51ms,256.13ms,504,8.01s,62.93,11.49KB,,1,12315.03,1056,507,783,40413372167,145473623274,18618101879,533261514,4554693725,143741963,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p1_light_cpu_heavy_io/time_run3.log
elastic,1,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.02,799.73ms,128.01ms,838.31ms,17.90,12.59,40.00,831.78ms,832.77ms,834.95ms,837.63ms,384,10.01s,38.35,7.00KB,,1,19555.74,845,387,783,64535200018,232681330936,29765241307,851943570,7259371234,216725953,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/time_run1.log
elastic,1,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.02,820.46ms,133.55ms,872.05ms,17.83,12.56,40.00,847.60ms,865.80ms,871.27ms,871.84ms,374,10.01s,37.35,6.82KB,,1,19604.15,829,372,784,64711794070,227042932254,29061402499,831442040,6349123675,216672006,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/time_run2.log
elastic,1,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.01,811.22ms,130.99ms,848.56ms,12.95,7.43,30.00,844.76ms,845.96ms,846.72ms,848.28ms,378,10.01s,37.76,6.90KB,,1,19587.89,829,374,783,64598199996,229343291204,29337486574,839638346,6556232607,220300420,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p2_balanced/time_run3.log
elastic,1,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.02,1.07s,199.53ms,1.13s,13.80,9.32,40.00,1.13s,1.13s,1.13s,1.13s,284,10.01s,28.36,5.15KB,,1,22200.32,645,293,783,73479805877,265106389442,33918437118,970052533,8629731740,251990264,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/time_run1.log
elastic,1,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.02,1.08s,200.49ms,1.19s,12.67,8.46,40.00,1.14s,1.15s,1.15s,1.18s,280,10.01s,27.96,5.08KB,,1,22197.80,632,285,783,73528292997,261711116163,33489353330,957807899,7270887058,256865523,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/time_run2.log
elastic,1,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.02,1.08s,204.36ms,1.15s,13.78,9.79,40.00,1.14s,1.15s,1.15s,1.15s,278,10.01s,27.77,5.04KB,,1,22104.15,633,284,783,73182897797,260103162340,33266000983,951856015,7481773721,247476898,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p3_cpu_heavy/time_run3.log
elastic,1,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,1.03s,177.36ms,1.09s,20.04,11.23,60.00,1.08s,1.08s,1.08s,1.09s,710,12.03s,59.04,10.84KB,,1,18417.12,1531,635,784,60227487391,216514358596,27692736285,793550216,7095921792,213565946,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/time_run1.log
elastic,1,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.04,1.04s,180.74ms,1.10s,20.89,12.20,60.00,1.09s,1.09s,1.10s,1.10s,704,12.03s,58.52,10.74KB,,1,18524.69,1510,646,784,60597664502,214739695580,27472041092,787343072,6316369866,209132157,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t1_p4_io_heavy_high_conc/time_run2.log
